Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
217273,4/20/2019 21:04,4.71083e+18,"Ledner, Hartmann and Feest",health_fitness,6.65,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1/4/1964,21c6e058441be758e1600d0d42468762,1334955844,48.36516,-108.012135,0
84912,2/19/2019 12:37,4.01811e+18,Haag-Blanda,food_dining,122.98,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",4/15/1935,c4ce4c0f16b6376745a8a897dc57bd38,1329655035,40.406609,-74.41054,0
541949,8/19/2019 22:57,30044300000000.0,Eichmann-Kilback,home,48.09,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,8/29/1985,8ec8b15f96a34ac4b875a182790f1fa2,1345417022,26.740865,-81.600618,0
548121,8/22/2019 21:58,2720830000000000.0,Pouros-Haag,shopping_pos,7.27,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,3/28/1974,8749d4a2439be0f4602408b59dfe7df3,1345672724,36.118777,-86.458064,0
637414,9/28/2019 17:21,3567700000000000.0,"Streich, Rolfson and Wilderman",kids_pets,23.21,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,7/29/1998,6abf438317fb8b5ff5d9db574366a362,1348852901,43.094068,-73.767453,0
556301,8/25/2019 15:12,378905000000000.0,"Parker, Nolan and Trantow",entertainment,9.67,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,5/1/1986,181bd64ba7b81f88222e5648a10fa503,1345907525,35.539637,-99.041485,0
382415,6/24/2019 14:10,377896000000000.0,Kozey-Kuhlman,personal_care,83.9,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",11/17/1964,4260796a890db9af603bbf987df85677,1340547041,42.321814,-72.41217,0
715067,11/1/2019 21:54,4613310000000.0,Kassulke Inc,entertainment,71.29,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,9/15/1988,19540bd697accda28970cb1d4f755247,1351806890,36.704986,-81.668628,0
817044,12/8/2019 8:49,4433090000000000.0,Smith-Stokes,misc_pos,1.11,Linda,Davis,F,493 Todd Views,Gaithersburg,MD,20882,39.2335,-77.1458,135332,Clinical biochemist,3/28/1936,070b92f52c80d88c9f4eab6e943f3af7,1354956540,39.955863,-76.73718,0
872591,12/20/2019 22:20,4653880000000000.0,Spencer PLC,entertainment,8.65,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,68e72d0326903c413d77b2e1cfea9062,1356042040,37.293485,-85.604714,0
367154,6/19/2019 9:47,2291160000000000.0,Daugherty-Thompson,food_dining,55.06,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,3/19/1968,a874d5344a903000cc2f3609c8cac826,1340099266,34.613514,-81.421295,0
122012,3/9/2019 18:29,565399000000.0,"Roberts, Daniel and Macejkovic",kids_pets,40.84,Anthony,Allen,M,6993 Carr Lodge Apt. 311,Jordan Valley,OR,97910,42.8801,-117.281,641,Economist,11/24/1993,47d6976ec3d2d461f63b99921f5ab14d,1331317781,42.53725,-116.74451,0
163672,3/27/2019 23:15,4.29274e+18,"Pouros, Walker and Spencer",kids_pets,15.19,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,6/9/1973,2b6e2c212d355c638d06249066f014fa,1332890149,38.555451,-75.681972,0
356203,6/15/2019 20:44,4070510000000000.0,Jast and Sons,food_dining,207.54,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",4/9/1967,5afd86285eef43105beb923e5fe076e2,1339793086,28.681309,-98.984972,0
737923,11/11/2019 9:33,2266740000000000.0,Berge LLC,gas_transport,98.52,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,7/25/1972,cf9d86f7df07801cdf9d234170e0af00,1352626415,34.786373,-86.583534,0
293589,5/24/2019 16:48,5580560000000000.0,"Bahringer, Osinski and Block",food_dining,72.13,Stanley,Dickson,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,6/21/1990,5fbfa428a3b03a2bc00437a2ac0a01e9,1337878089,40.987072,-79.618232,0
104943,3/2/2019 8:52,502013000000.0,"Heller, Gutmann and Zieme",grocery_pos,111.78,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,9/20/1945,c6f132464c4ca1d2498885453aed357f,1330678379,43.305972,-74.582115,0
576983,9/1/2019 18:41,3583290000000000.0,"Kling, Howe and Schneider",home,6.84,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",9/30/1978,8a5838f2531ca59bf341cac9face22a0,1346524864,35.826233,-107.42182,0
144205,3/18/2019 20:33,3587960000000000.0,"Kunze, Larkin and Mayert",travel,9.61,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1/2/1997,5aa2303f10acbbdfd87102f16ee34305,1332102802,42.768158,-96.443382,0
320200,6/2/2019 18:48,3566880000000000.0,Stoltenberg-Beatty,shopping_pos,151.45,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1/31/1991,92f17688486497967e4bcf42b7e91d55,1338662891,44.705148,-74.098279,0
137687,3/16/2019 17:42,4698160000000000.0,Hills-Boyer,personal_care,11.54,Sharon,Powell,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,"Teacher, adult education",8/16/1989,d2768db06f837496ddf13a9836fe0c68,1331919759,40.804252,-120.289919,0
824542,12/9/2019 13:07,3583790000000000.0,"Brown, Homenick and Lesch",health_fitness,16.34,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,9/27/1970,7b4555ef433bf4be585293205cb07012,1355058478,34.019429,-98.304178,0
951719,1/17/2020 1:34,2283740000000000.0,Rodriguez Group,gas_transport,59.78,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,12/27/1997,e5b6e64d071222432157eeb907d48107,1358386459,34.869709,-83.607967,0
340462,6/9/2019 21:44,3553630000000000.0,"Nicolas, Hills and McGlynn",entertainment,54.02,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",9/1/1984,0b9ba823d1e7a1da0da0b80daf11fab4,1339278274,48.731627,-123.310889,0
663703,10/10/2019 0:08,3573390000000000.0,Bauch-Raynor,grocery_pos,145.56,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,89ec33e149f6ab3a4d97c146a9dbc200,1349827702,46.428192,-99.524806,0
357685,6/16/2019 7:08,4670610000000000.0,Schamberger-O'Keefe,grocery_pos,81.81,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,8/14/1947,40fae307d42125e5030fab5b432eabe6,1339830494,32.077369,-85.441106,0
1013254,2/22/2020 6:17,4.64685e+18,Heidenreich PLC,grocery_pos,210.66,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,6/25/1990,fb47910f036918587483a63bbb1b7a33,1361513846,40.722189,-73.710063,0
220825,4/21/2019 23:40,4509140000000000.0,Fahey Inc,kids_pets,38.94,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",7/12/1926,a2d83895a85f0544925c40dcb5d8eafe,1335051611,31.686787,-82.032131,0
797824,12/3/2019 14:37,4229730000000000.0,Conroy Ltd,shopping_pos,8.96,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,5/3/1990,b8177e03b0dfc72dbb99bee7d851f845,1354545430,37.943436,-85.030346,0
502935,8/6/2019 5:44,3521420000000000.0,Kuhic Inc,grocery_pos,226.64,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,11/30/1975,99a8b3265ea25d3d0a6aa7db9b1c89ee,1344231858,38.933091,-86.793282,0
474762,7/28/2019 0:28,4952580000000000.0,"Kihn, Abernathy and Douglas",shopping_net,2.42,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,4/5/1957,ba99226eacce28deb62516f595791def,1343435333,41.863602,-80.489824,0
152214,3/23/2019 6:43,4.0891e+18,Spinka Inc,grocery_net,105.4,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,10/14/1983,badbbdffdcb16a37f8a33d6c182cc329,1332484991,31.540374,-95.312098,0
29380,1/18/2019 10:08,371284000000000.0,"Altenwerth, Cartwright and Koss",shopping_net,8.8,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1/29/1952,6981255dbbb9f4f9476545d036c22873,1326881303,34.443326,-100.934441,0
701435,10/26/2019 19:53,4155020000000000.0,Breitenberg LLC,travel,3.26,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),10/12/1983,3ff70353706876d46be0d74a8b4f7617,1351281225,35.379821,-98.196198,0
106641,3/2/2019 22:18,577589000000.0,Hackett-Lueilwitz,grocery_pos,66.98,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,10/23/1997,0e0e8127bc4f4ba8de2f3457cd13a6e8,1330726730,40.315511,-78.550923,0
224787,4/23/2019 15:00,4755700000000.0,Gerlach Inc,shopping_net,5.17,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,6/20/1985,b4662c844d7bc49aa2701c3f5a9b63bd,1335193240,33.04196,-97.189431,0
176540,4/2/2019 2:43,30551600000000.0,Shields Inc,grocery_net,62.19,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,11/14/1973,5a279c151699baf38aa72306c64d67f4,1333334629,34.703023,-80.471656,0
351023,6/14/2019 0:14,213199000000000.0,"Schmeler, Bashirian and Price",shopping_net,100.3,John,Vega,M,4483 Sharp Ferry Apt. 468,Garfield,KS,67529,38.0649,-99.2374,365,Equality and diversity officer,2/3/1991,b1979a4fa52e9c19eb3283c58c5387f4,1339632850,37.398636,-98.554312,0
505270,8/7/2019 12:32,2283740000000000.0,"Hagenes, Kohler and Hoppe",food_dining,46.63,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,12/27/1997,809e83ad08609cc4e338a22b94e156aa,1344342730,34.297392,-84.865197,0
822186,12/9/2019 2:27,2713910000000000.0,Nienow PLC,entertainment,26.12,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,2/13/1964,7d24e8ef6efbae191706ba90a78ed773,1355020062,31.709048,-91.198144,0
819020,12/8/2019 16:03,4.50254e+18,Sporer-Keebler,personal_care,16.57,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,8/27/1926,bbd47c4035e2902c3ca4ccf51cd57534,1354982614,36.590868,-92.352203,0
451644,7/19/2019 23:54,3566090000000000.0,Botsford PLC,home,39.26,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,4/25/1971,b5d006c5d02841a39b0a8a25d3c05713,1342742099,34.195318,-119.517408,0
1018962,2/24/2020 18:30,2720430000000000.0,O'Hara-Wilderman,food_dining,37.99,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/1997,d42461d4109c165873738da56b92df5a,1361730601,43.925806,-70.64959,0
772784,11/26/2019 20:21,377550000000000.0,Monahan-Morar,personal_care,99.99,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,9/2/1958,23b9563522b1e9cef8a6bcf79d767bba,1353961271,45.088742,-69.539236,0
747322,11/16/2019 6:00,4060580000000000.0,Conroy Ltd,shopping_pos,5.39,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,11/14/1948,0021c9c59f83798cb88ad57216841bde,1353045649,38.635003,-94.670901,0
769251,11/25/2019 8:13,3565420000000000.0,Pacocha-Bauch,shopping_pos,9.76,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,3/15/1938,44ffa6c86958a7255c1185b86e31192a,1353831185,38.062164,-87.002035,0
656085,10/6/2019 15:24,4476840000000.0,Schroeder Group,health_fitness,44.1,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1/21/1979,7f9949cc6202063697ad99ffea8a9dbe,1349537082,34.655749,-85.366688,0
256957,5/7/2019 23:20,345389000000000.0,"Reichel, Bradtke and Blanda",travel,8.68,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,5/19/1984,8e6cc1d3e220802af500ce55a8f58870,1336432843,34.040292,-89.747412,0
164447,3/28/2019 12:06,4951650000000000.0,Donnelly LLC,entertainment,34.05,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",6/15/1976,9bc445cc3609ba92dfc18518032e2a5f,1332936396,37.225951,-88.497828,0
375709,6/22/2019 19:16,4149240000000000.0,Reichert-Weissnat,travel,468.72,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,4/8/1989,c3181f8361c7ae07c57f08b3eee02ec9,1340392562,40.563518,-79.760243,0
718826,11/3/2019 8:38,3551220000000000.0,Barton Inc,grocery_pos,197.17,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,10/9/1976,8644b8463f414dde5a8d79e8275703b3,1351931899,44.889579,-73.658098,0
235732,4/28/2019 18:07,3521420000000000.0,Schiller Ltd,personal_care,5.72,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,11/30/1975,c9b660db622db0545f3bb9ea0f12c046,1335636457,39.605862,-87.271489,0
816938,12/8/2019 8:21,6011680000000000.0,"Adams, Kovacek and Kuhlman",grocery_net,39.78,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,6/22/1956,0d76732cce13ab6ae227ab192ca91d68,1354954867,36.544679,-86.549533,0
111836,3/4/2019 16:10,375905000000000.0,"Klocko, Runolfsdottir and Breitenberg",health_fitness,36.3,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",5/31/1948,2070d2188cf1711203838ba390d28f47,1330877456,40.58016,-98.897882,0
